date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:01:44	80104/80104	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:31%20GMT	http://7oroof.com/tfdemos/whole/home-corporate.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-corporate.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:46	72551/72551	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:31%20GMT	http://7oroof.com/tfdemos/whole/home-company.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-company.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:48	76821/76821	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:32%20GMT	http://7oroof.com/tfdemos/whole/home-studio.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-studio.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:50	55280/55280	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:04%20GMT	http://7oroof.com/tfdemos/whole/home-small-business.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-small-business.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:52	18289/18289	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:04%20GMT	http://7oroof.com/tfdemos/whole/home-split.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-split.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:52	44068/44068	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:31%20GMT	http://7oroof.com/tfdemos/whole/home-creative.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-creative.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:54	32500/32500	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-personal.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-personal.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:54	50622/50622	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-pinterest.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-portfolio-pinterest.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:56	46890/46890	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-gallery.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-portfolio-gallery.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:57	17830/17830	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-masonry.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-portfolio-masonry.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:58	12870/12870	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-sidebar.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-portfolio-sidebar.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:01:58	53623/53623	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-simple.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-portfolio-simple.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:00	42177/42177	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-parallax.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-portfolio-parallax.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:02	63052/63052	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:32%20GMT	http://7oroof.com/tfdemos/whole/home-shop.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-shop.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:03	31176/31176	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-left-menu.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-left-menu.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:03	79220/79220	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/home-bordered.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-bordered.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:05	75794/75794	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-dark.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/home-dark.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:06	57873/57873	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:04%20GMT	http://7oroof.com/tfdemos/whole/page-about-us.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-about-us.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:08	57228/57228	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:10%20GMT	http://7oroof.com/tfdemos/whole/page-who-we-are.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-who-we-are.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:10	51087/51087	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:06%20GMT	http://7oroof.com/tfdemos/whole/page-meet-team.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-meet-team.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:12	52906/52906	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:07%20GMT	http://7oroof.com/tfdemos/whole/page-our-team.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-our-team.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:14	54290/54290	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:04%20GMT	http://7oroof.com/tfdemos/whole/page-about-me.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-about-me.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:16	51598/51598	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:07%20GMT	http://7oroof.com/tfdemos/whole/page-services.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-services.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:18	52569/52569	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:07%20GMT	http://7oroof.com/tfdemos/whole/page-our-process.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-our-process.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:20	49560/49560	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:06%20GMT	http://7oroof.com/tfdemos/whole/page-our-pricing.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-our-pricing.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:22	46565/46565	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:06%20GMT	http://7oroof.com/tfdemos/whole/page-our-clients.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-our-clients.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:24	46725/46725	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:05%20GMT	http://7oroof.com/tfdemos/whole/page-faqs.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-faqs.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:25	41561/41561	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:05%20GMT	http://7oroof.com/tfdemos/whole/page-contact.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-contact.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:26	59770/59770	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-1.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-rs-1.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:26	57521/57521	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-2.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-rs-2.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:28	57413/57413	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-3.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-rs-3.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:30	59552/59552	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-4.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-rs-4.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:32	57413/57413	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-5.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-rs-5.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:34	59720/59720	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-6.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-rs-6.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:36	59770/59770	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-7.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-rs-7.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:38	57528/57528	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-8.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-rs-8.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:40	49390/49390	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:18%20GMT	http://7oroof.com/tfdemos/whole/slider-1.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-1.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:42	49273/49273	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:19%20GMT	http://7oroof.com/tfdemos/whole/slider-2.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-2.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:44	49334/49334	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:19%20GMT	http://7oroof.com/tfdemos/whole/slider-3.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-3.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:45	49142/49142	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:19%20GMT	http://7oroof.com/tfdemos/whole/slider-4.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-4.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:46	49085/49085	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:20%20GMT	http://7oroof.com/tfdemos/whole/slider-5.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-5.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:48	49279/49279	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:20%20GMT	http://7oroof.com/tfdemos/whole/slider-6.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-6.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:49	49369/49369	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:20%20GMT	http://7oroof.com/tfdemos/whole/slider-7.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-7.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:50	48895/48895	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:20%20GMT	http://7oroof.com/tfdemos/whole/slider-8.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-8.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:52	49044/49044	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:20%20GMT	http://7oroof.com/tfdemos/whole/slider-9.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-9.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:53	48635/48635	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:18%20GMT	http://7oroof.com/tfdemos/whole/slider-10.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-10.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:54	48868/48868	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:19%20GMT	http://7oroof.com/tfdemos/whole/slider-11.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/slider-11.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:55	46655/46655	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-20.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-20.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:56	17014/17014	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-21.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-21.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:57	46620/46620	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-1.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-1.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:58	46606/46606	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-2.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-2.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:02:59	46636/46636	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-3.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-3.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:00	46614/46614	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-4.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-4.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:01	46634/46634	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-5.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-5.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:02	46612/46612	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-6.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-6.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:03	41118/41118	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-11.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-11.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:04	46698/46698	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-12.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-12.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:05	44241/44241	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-13.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-13.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:06	17541/17541	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-10.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-10.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:07	46654/46654	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-15.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-15.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:08	46654/46654	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-16.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-16.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:09	44156/44156	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-19.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-19.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:10	47971/47971	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-7.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-7.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:11	46970/46970	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-17.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-17.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:12	45260/45260	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-18.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-18.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:13	17553/17553	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-8.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-8.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:14	17546/17546	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-9.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-9.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:14	47630/47630	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-14.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/header-14.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:15	46620/46620	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:36:59%20GMT	http://7oroof.com/tfdemos/whole/footer-1.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/footer-1.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:16	45940/45940	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:36:59%20GMT	http://7oroof.com/tfdemos/whole/footer-2.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/footer-2.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:17	46262/46262	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:36:59%20GMT	http://7oroof.com/tfdemos/whole/footer-3.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/footer-3.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:19	46758/46758	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:36:59%20GMT	http://7oroof.com/tfdemos/whole/footer-4.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/footer-4.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:21	43857/43857	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/footer-5.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/footer-5.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:21	43499/43499	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/footer-6.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/footer-6.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:23	46810/46810	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:07%20GMT	http://7oroof.com/tfdemos/whole/page-title-1.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-title-1.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:23	47038/47038	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:09%20GMT	http://7oroof.com/tfdemos/whole/page-title-2.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-title-2.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:25	47019/47019	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:09%20GMT	http://7oroof.com/tfdemos/whole/page-title-3.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-title-3.html	(from http://7oroof.com/tfdemos/whole/index.html)
06:03:26	46848/46848	---M--	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:09%20GMT	http://7oroof.com/tfdemos/whole/page-title-4.html	C:/My%20Web%20Sites/demosite/7oroof.com/tfdemos/whole/page-title-4.html	(from http://7oroof.com/tfdemos/whole/index.html)
